sim,seasonstage,pid,name,team,position,goals,a1,a2,points
2,regular,8485406,Porter Martone,PHI,F,3,0,5,8
2,regular,8478443,Brandon Carlo,TOR,D,1,2,14,17
2,regular,8476479,Phillip Danault,MTL,F,7,10,2,19
2,regular,8481563,Drew Helleson,ANA,D,1,6,6,13
2,regular,8482176,Wyatt Kaiser,CHI,D,5,4,6,15
2,regular,8480876,Curtis Douglas,VAN,F,2,8,3,13
2,regular,8482731,Tyson Hinds,ANA,D,2,2,3,7
2,regular,8475179,Dmitry Kulikov,FLA,D,2,2,2,6
2,regular,8481056,Spencer Stastney,EDM,D,1,2,4,7
2,regular,8484798,Zeev Buium,VAN,D,4,3,6,13
2,regular,8476958,Jaccob Slavin,CAR,D,2,2,5,9
2,regular,8484305,Zach Metsa,BUF,D,6,3,3,12
2,regular,8478413,Jordan Greenway,BUF,F,3,3,4,10
2,regular,8480813,Joseph Veleno,MTL,F,2,3,12,17
2,regular,8475718,Justin Holl,STL,D,3,3,2,8
2,regular,8483460,David Jiricek,PHI,D,5,2,0,7
2,regular,8482094,Daemon Hunt,MIN,D,0,3,6,9
2,regular,8484759,Carter Yakemchuk,OTT,D,1,0,1,2
2,regular,8479985,Cale Fleury,SEA,D,1,1,0,2
2,playoff,8478178,Darren Raddysh,TBL,D,5,4,6,15
2,playoff,8477939,William Nylander,TOR,F,10,6,2,18
2,playoff,8478443,Brandon Carlo,TOR,D,0,0,4,4
2,playoff,8482720,Matthew Knies,TOR,F,5,3,4,12
2,playoff,8481711,Matias Maccelli,TOR,F,3,5,3,11
2,playoff,8479318,Auston Matthews,TOR,F,4,6,2,12
2,playoff,8475171,Oliver Ekman-Larsson,TOR,D,0,1,4,5
2,playoff,8475753,Justin Faulk,DET,D,3,1,0,4
2,playoff,8481542,Moritz Seider,DET,D,0,3,0,3
2,playoff,8482762,Simon Edvinsson,DET,D,1,0,2,3
2,playoff,8477946,Dylan Larkin,DET,F,4,0,0,4
2,playoff,8483464,Marco Kasper,DET,F,0,1,2,3
2,playoff,8479337,Alex DeBrincat,DET,F,1,2,0,3
2,playoff,8482078,Lucas Raymond,DET,F,0,0,2,2
2,playoff,8481607,Albert Johansson,DET,D,0,1,0,1
2,playoff,8479992,Michael Rasmussen,DET,F,1,0,0,1
2,playoff,8475166,John Tavares,TOR,F,5,5,0,10
2,playoff,8477456,J.T. Compher,DET,F,1,0,0,1
2,playoff,8476853,Morgan Rielly,TOR,D,2,0,0,2
2,playoff,8480870,Bo Groulx,TOR,F,1,2,3,6
2,playoff,8478904,Steven Lorentz,TOR,F,1,2,2,5
2,playoff,8477429,Andrew Copp,DET,F,0,1,0,1
2,playoff,8475279,Ben Chiarot,DET,D,0,0,1,1
2,playoff,8479542,Brandon Hagel,TBL,F,9,11,3,23
2,playoff,8478519,Anthony Cirelli,TBL,F,8,0,3,11
2,playoff,8477404,Jake Guentzel,TBL,F,10,6,9,25
2,playoff,8476453,Nikita Kucherov,TBL,F,15,13,9,37
2,playoff,8482655,J.J. Moser,TBL,D,2,1,7,10
2,playoff,8478010,Brayden Point,TBL,F,11,11,5,27
2,playoff,8482148,Hendrix Lapierre,WSH,F,1,0,0,1
2,playoff,8484186,Ryan Leonard,WSH,F,0,2,0,2
2,playoff,8478463,Anthony Beauvillier,WSH,F,1,1,1,3
2,playoff,8476880,Tom Wilson,WSH,F,1,2,3,6
2,playoff,8481580,Connor McMichael,WSH,F,1,2,1,4
2,playoff,8476878,Zemgus Girgensons,TBL,F,1,5,2,8
2,playoff,8481656,Aliaksei Protas,WSH,F,3,1,1,5
2,playoff,8471214,Alex Ovechkin,WSH,F,3,2,0,5
2,playoff,8478440,Dylan Strome,WSH,F,1,1,1,3
2,playoff,8480796,Martin Fehervary,WSH,D,1,1,1,3
2,playoff,8479345,Jakob Chychrun,WSH,D,3,1,0,4
2,playoff,8477845,Trevor van Riemsdyk,WSH,D,0,1,0,1
2,playoff,8477426,Nick Paul,TBL,F,4,1,0,5
2,playoff,8474151,Ryan McDonagh,TBL,D,3,0,4,7
2,playoff,8479520,Brandon Duhaime,WSH,F,0,0,1,1
2,playoff,8484873,Cole Hutson,WSH,D,0,1,0,1
2,playoff,8476826,Yanni Gourde,TBL,F,2,6,0,8
2,playoff,8482201,Gage Goncalves,TBL,F,8,3,3,14
2,playoff,8482088,Justin Sourdif,WSH,F,1,0,0,1
2,playoff,8478911,Matt Roy,WSH,D,0,0,1,1
2,playoff,8479325,Charlie McAvoy,BOS,D,3,0,0,3
2,playoff,8479999,Casey Mittelstadt,BOS,F,0,3,0,3
2,playoff,8476854,Hampus Lindholm,BOS,D,0,0,3,3
2,playoff,8479591,Michael Eyssimont,BOS,F,1,1,0,2
2,playoff,8482177,Marat Khusnutdinov,BOS,F,2,0,0,2
2,playoff,8476374,Sean Kuraly,BOS,F,0,1,1,2
2,playoff,8478401,Pavel Zacha,BOS,F,3,0,1,4
2,playoff,8482159,Tyson Foerster,PHI,F,10,0,1,11
2,playoff,8480015,Owen Tippett,PHI,F,1,1,1,3
2,playoff,8484387,Matvei Michkov,PHI,F,3,1,0,4
2,playoff,8477903,Garnet Hathaway,PHI,F,0,1,0,1
2,playoff,8477499,Rasmus Ristolainen,PHI,D,0,2,1,3
2,playoff,8477496,Elias Lindholm,BOS,F,2,0,1,3
2,playoff,8480035,Henri Jokiharju,BOS,D,0,0,1,1
2,playoff,8477956,David Pastrnak,BOS,F,1,3,0,4
2,playoff,8483489,Fraser Minten,BOS,F,0,0,1,1
2,playoff,8481219,Jonathan Aspirot,BOS,D,0,1,0,1
2,playoff,8480355,Mark Kastelic,BOS,F,1,0,0,1
2,playoff,8478439,Travis Konecny,PHI,F,4,1,2,7
2,playoff,8481533,Trevor Zegras,PHI,F,2,2,0,4
2,playoff,8477948,Travis Sanheim,PHI,D,1,2,0,3
2,playoff,8480220,Noah Cates,PHI,F,1,2,1,4
2,playoff,8477989,Christian Dvorak,PHI,F,1,3,0,4
2,playoff,8481546,Cam York,PHI,D,0,2,0,2
2,playoff,8483460,David Jiricek,PHI,D,0,0,2,2
2,playoff,8484142,Denver Barkey,PHI,F,1,2,0,3
2,playoff,8482142,Jamie Drysdale,PHI,D,0,0,3,3
2,playoff,8485406,Porter Martone,PHI,F,0,1,0,1
2,playoff,8476461,Sean Couturier,PHI,F,2,0,1,3
2,playoff,8477935,Sam Bennett,FLA,F,2,1,0,3
2,playoff,8480801,Brady Tkachuk,OTT,F,3,7,1,11
2,playoff,8479314,Matthew Tkachuk,FLA,F,3,2,2,7
2,playoff,8477933,Sam Reinhart,FLA,F,2,1,0,3
2,playoff,8482113,Anton Lundell,FLA,F,4,1,0,5
2,playoff,8478542,Evan Rodrigues,FLA,F,0,3,1,4
2,playoff,8471215,Evgeni Malkin,PIT,F,2,1,0,3
2,playoff,8482475,Egor Chinakhov,PIT,F,3,0,1,4
2,playoff,8485414,Ben Kindel,PIT,F,0,1,0,1
2,playoff,8479398,Samuel Girard,PIT,D,1,0,1,2
2,playoff,8475810,Bryan Rust,PIT,F,1,1,1,3
2,playoff,8481725,Elmer Soderblom,PIT,F,0,1,1,2
2,playoff,8480980,Connor Dewar,PIT,F,0,0,1,1
2,playoff,8474578,Erik Karlsson,PIT,D,2,2,1,5
2,playoff,8478854,Ryan Shea,PIT,D,0,2,0,2
2,playoff,8478055,Gustav Forsling,FLA,D,0,1,3,4
2,playoff,8473419,Brad Marchand,FLA,F,4,1,2,7
2,playoff,8480185,Eetu Luostarinen,FLA,F,3,1,0,4
2,playoff,8477495,Seth Jones,FLA,D,2,2,3,7
2,playoff,8478859,Niko Mikkola,FLA,D,2,0,1,3
2,playoff,8476483,Rickard Rakell,PIT,F,2,0,0,2
2,playoff,8478438,Thomas Novak,PIT,F,1,0,0,1
2,playoff,8482470,Ilya Solovyov,PIT,D,0,0,1,1
2,playoff,8471724,Kris Letang,PIT,D,0,1,0,1
2,playoff,8477511,Anthony Mantha,PIT,F,0,1,0,1
2,playoff,8484304,Uvis Balinskis,FLA,D,1,0,1,2
2,playoff,8477409,Carter Verhaeghe,FLA,F,3,1,2,6
2,playoff,8477932,Aaron Ekblad,FLA,D,0,2,1,3
2,playoff,8481481,Blake Lizotte,PIT,F,0,1,0,1
2,playoff,8475786,Zach Hyman,EDM,F,6,3,0,9
2,playoff,8477934,Leon Draisaitl,EDM,F,6,4,1,11
2,playoff,8484509,Josh Samanski,EDM,F,1,0,0,1
2,playoff,8480803,Evan Bouchard,EDM,D,4,3,5,12
2,playoff,8475218,Mattias Ekholm,EDM,D,2,3,3,8
2,playoff,8477406,Mattias Janmark,EDM,F,1,0,2,3
2,playoff,8477986,Brandon Montour,SEA,D,1,3,0,4
2,playoff,8478407,Vince Dunn,SEA,D,0,1,0,1
2,playoff,8482751,Ryan Winterton,SEA,F,0,1,1,2
2,playoff,8478402,Connor McDavid,EDM,F,5,3,5,13
2,playoff,8477498,Darnell Nurse,EDM,D,0,4,0,4
2,playoff,8481617,Vasily Podkolzin,EDM,F,1,1,4,6
2,playoff,8476454,Ryan Nugent-Hopkins,EDM,F,0,4,0,4
2,playoff,8483512,Matt Savoie,EDM,F,6,1,1,8
2,playoff,8484800,Berkly Catton,SEA,F,1,0,1,2
2,playoff,8477919,Freddy Gaudreau,SEA,F,0,1,0,1
2,playoff,8474586,Jordan Eberle,SEA,F,2,0,1,3
2,playoff,8477955,Jared McCann,SEA,F,5,2,0,7
2,playoff,8476905,Chandler Stephenson,SEA,F,0,1,1,2
2,playoff,8481554,Kaapo Kakko,SEA,F,1,4,2,7
2,playoff,8476457,Adam Larsson,SEA,D,0,0,2,2
2,playoff,8482259,Bobby McMann,SEA,F,4,0,0,4
2,playoff,8479324,Ryan Lindgren,SEA,D,0,0,1,1
2,playoff,8482703,Colton Dach,EDM,F,2,1,0,3
2,playoff,8481056,Spencer Stastney,EDM,D,1,0,0,1
2,playoff,8480834,Ty Emberson,EDM,D,1,2,0,3
2,playoff,8479985,Cale Fleury,SEA,D,0,1,0,1
2,playoff,8482665,Matty Beniers,SEA,F,0,0,1,1
2,playoff,8477451,Ryan Hartman,MIN,F,2,2,0,4
2,playoff,8482094,Daemon Hunt,MIN,D,0,1,0,1
2,playoff,8480800,Quinn Hughes,MIN,D,0,1,3,4
2,playoff,8484241,Matthew Wood,NSH,F,9,1,1,11
2,playoff,8476869,Brady Skjei,NSH,D,2,6,5,13
2,playoff,8482146,Luke Evangelista,NSH,F,1,10,6,17
2,playoff,8474600,Roman Josi,NSH,D,7,11,12,30
2,playoff,8475158,Ryan O'Reilly,NSH,F,12,11,4,27
2,playoff,8474564,Steven Stamkos,NSH,F,19,2,3,24
2,playoff,8479980,Nicolas Hague,NSH,D,3,4,1,8
2,playoff,8481557,Matt Boldy,MIN,F,2,2,0,4
2,playoff,8478864,Kirill Kaprizov,MIN,F,0,1,1,2
2,playoff,8479525,Ross Colton,COL,F,3,2,2,7
2,playoff,8476539,Jonathan Marchessault,NSH,F,6,9,3,18
2,playoff,8477446,Michael McCarron,MIN,F,1,0,0,1
2,playoff,8474716,Jared Spurgeon,MIN,D,0,0,2,2
2,playoff,8475765,Vladimir Tarasenko,MIN,F,1,0,0,1
2,playoff,8475692,Mats Zuccarello,MIN,F,1,1,0,2
2,playoff,8476887,Filip Forsberg,NSH,F,17,7,4,28
2,playoff,8482768,Fedor Svechkov,NSH,F,1,2,2,5
2,playoff,8483525,Danila Yurov,MIN,F,2,0,0,2
2,playoff,8478136,Jake Middleton,MIN,D,0,1,0,1
2,playoff,8482482,Adam Wilsby,NSH,D,1,7,9,17
2,playoff,8478396,Noah Hanifin,VGK,D,1,0,0,1
2,playoff,8478403,Jack Eichel,VGK,F,0,1,0,1
2,playoff,8475913,Mark Stone,VGK,F,0,2,1,3
2,playoff,8481604,Pavel Dorofeyev,VGK,F,2,0,0,2
2,playoff,8482062,Cole Smith,VGK,F,0,1,0,1
2,playoff,8478449,Roope Hintz,DAL,F,8,3,2,13
2,playoff,8475794,Tyler Seguin,DAL,F,3,1,0,4
2,playoff,8478420,Mikko Rantanen,DAL,F,1,6,5,12
2,playoff,8480878,Nils Lundkvist,DAL,D,1,0,0,1
2,playoff,8476902,Esa Lindell,DAL,D,1,1,1,3
2,playoff,8484829,Justin Hryckowian,DAL,F,1,0,1,2
2,playoff,8475168,Matt Duchene,DAL,F,3,4,1,8
2,playoff,8480027,Jason Robertson,DAL,F,6,1,2,9
2,playoff,8476889,Radek Faksa,DAL,F,0,1,1,2
2,playoff,8478397,Rasmus Andersson,VGK,D,3,0,1,4
2,playoff,8476278,Colin Blackwell,DAL,F,1,2,0,3
2,playoff,8481581,Thomas Harley,DAL,D,3,4,1,8
2,playoff,8482740,Wyatt Johnston,DAL,F,3,2,2,7
2,playoff,8479351,Sam Steel,DAL,F,3,2,2,7
2,playoff,8482145,Mavrik Bourque,DAL,F,3,3,0,6
2,playoff,8480036,Miro Heiskanen,DAL,D,0,0,3,3
2,playoff,8475191,Reilly Smith,VGK,F,1,0,0,1
2,playoff,8480840,Oskar Bäck,DAL,F,1,0,0,1
2,playoff,8479353,Brett Howden,VGK,F,1,0,0,1
2,playoff,8478483,Mitch Marner,VGK,F,0,1,0,1
2,playoff,8478550,Artemi Panarin,LAK,F,3,1,2,6
2,playoff,8482730,Brandt Clarke,LAK,D,0,5,0,5
2,playoff,8475208,Brian Dumoulin,LAK,D,0,0,3,3
2,playoff,8482124,Quinton Byfield,LAK,F,2,1,0,3
2,playoff,8474563,Drew Doughty,LAK,D,0,1,0,1
2,playoff,8477492,Nathan MacKinnon,COL,F,4,10,2,16
2,playoff,8478462,Nicolas Roy,COL,F,1,6,2,9
2,playoff,8480039,Martin Necas,COL,F,10,4,5,19
2,playoff,8477942,Kevin Fiala,LAK,F,2,0,1,3
2,playoff,8482155,Alex Laferriere,LAK,F,2,2,1,5
2,playoff,8479675,Trevor Moore,LAK,F,2,0,1,3
2,playoff,8476455,Gabriel Landeskog,COL,F,5,6,3,14
2,playoff,8481186,Logan O'Connor,COL,F,3,4,0,7
2,playoff,8480069,Cale Makar,COL,D,6,6,7,19
2,playoff,8484258,Sam Malinski,COL,D,6,4,7,17
2,playoff,8476312,Josh Manson,COL,D,0,3,6,9
2,playoff,8477476,Artturi Lehkonen,COL,F,12,0,1,13
2,playoff,8482947,Zakhar Bardakov,COL,F,0,1,3,4
2,playoff,8477501,Valeri Nichushkin,COL,F,1,4,2,7
2,playoff,8475172,Nazem Kadri,COL,F,7,3,1,11
2,playoff,8477960,Adrian Kempe,LAK,F,1,2,0,3
2,playoff,8482726,Samuel Helenius,LAK,F,2,0,1,3
2,playoff,8481532,Alex Turcotte,LAK,F,1,0,0,1
2,playoff,8475754,Brock Nelson,COL,F,6,2,2,10
2,playoff,8478038,Devon Toews,COL,D,1,1,5,7
2,playoff,8481582,Nicholas Robertson,TOR,F,3,2,0,5
2,playoff,8475690,Chris Tanev,TOR,D,1,0,0,1
2,playoff,8476931,Jake McCabe,TOR,D,1,3,1,5
2,playoff,8480003,Jesper Boqvist,FLA,F,0,0,1,1
2,playoff,8481655,Cole Schwindt,FLA,F,1,0,0,1
2,playoff,8470621,Corey Perry,TBL,F,4,5,1,10
2,playoff,8477416,Oliver Bjorkstrand,TBL,F,1,0,4,5
2,playoff,8480426,Charle-Edouard D'Astous,TBL,D,0,1,5,6
2,playoff,8478416,Erik Cernak,TBL,D,1,1,4,6
2,playoff,8483731,Alex Bump,PHI,F,0,1,2,3
2,playoff,8476372,Nick Seeler,PHI,D,1,0,0,1
2,playoff,8483752,Dominic James,TBL,F,3,3,0,6
2,playoff,8480246,Nick Perbix,NSH,D,0,2,3,5
2,playoff,8480448,Parker Kelly,COL,F,5,5,0,10
2,playoff,8483425,Lian Bichsel,DAL,D,0,2,0,2
2,playoff,8480835,Jack Drury,COL,F,1,1,1,3
2,playoff,8474574,Tyler Myers,DAL,D,0,0,1,1
2,playoff,8478057,Dakota Joshua,TOR,F,1,1,0,2
2,playoff,8482929,Emil Lilleberg,TBL,D,2,2,0,4
3,regular,8477933,Sam Reinhart,FLA,F,26,25,15,66
3,regular,8480801,Brady Tkachuk,OTT,F,21,31,12,64
3,regular,8473419,Brad Marchand,FLA,F,38,12,16,66
3,regular,8484304,Uvis Balinskis,FLA,D,14,6,5,25
3,regular,8477935,Sam Bennett,FLA,F,24,20,11,55
3,regular,8479314,Matthew Tkachuk,FLA,F,32,20,19,71
3,regular,8484144,Connor Bedard,CHI,F,29,45,8,82
3,regular,8477987,Ryan Donato,CHI,F,13,13,5,31
3,regular,8482157,Will Cuylle,NYR,F,15,7,4,26
3,regular,8476483,Rickard Rakell,PIT,F,28,20,13,61
3,regular,8481725,Elmer Soderblom,PIT,F,13,8,2,23
3,regular,8471724,Kris Letang,PIT,D,0,5,19,24
3,regular,8475810,Bryan Rust,PIT,F,24,19,19,62
3,regular,8482475,Egor Chinakhov,PIT,F,23,11,14,48
3,regular,8477960,Adrian Kempe,LAK,F,50,19,17,86
3,regular,8476441,Joel Edmundson,LAK,D,3,20,7,30
3,regular,8482726,Samuel Helenius,LAK,F,20,8,4,32
3,regular,8482730,Brandt Clarke,LAK,D,2,38,17,57
3,regular,8478550,Artemi Panarin,LAK,F,45,33,24,102
3,regular,8477942,Kevin Fiala,LAK,F,24,18,8,50
3,regular,8482155,Alex Laferriere,LAK,F,33,20,12,65
3,regular,8480448,Parker Kelly,COL,F,30,12,4,46
3,regular,8477501,Valeri Nichushkin,COL,F,10,12,21,43
3,regular,8484258,Sam Malinski,COL,D,14,8,15,37
3,regular,8475172,Nazem Kadri,COL,F,18,16,9,43
3,regular,8477492,Nathan MacKinnon,COL,F,49,62,12,123
3,regular,8476455,Gabriel Landeskog,COL,F,32,11,15,58
3,regular,8480835,Jack Drury,COL,F,9,6,10,25
3,regular,8477476,Artturi Lehkonen,COL,F,25,12,9,46
3,regular,8478462,Nicolas Roy,COL,F,17,10,7,34
3,regular,8481186,Logan O'Connor,COL,F,13,10,5,28
3,regular,8480039,Martin Necas,COL,F,42,28,31,101
3,regular,8477939,William Nylander,TOR,F,47,41,7,95
3,regular,8478057,Dakota Joshua,TOR,F,20,15,7,42
3,regular,8481711,Matias Maccelli,TOR,F,13,29,14,56
3,regular,8475166,John Tavares,TOR,F,32,23,8,63
3,regular,8476931,Jake McCabe,TOR,D,2,5,9,16
3,regular,8481540,Cole Caufield,MTL,F,57,12,7,76
3,regular,8483457,Lane Hutson,MTL,D,7,20,30,57
3,regular,8480813,Joseph Veleno,MTL,F,1,4,5,10
3,regular,8482737,Zachary Bolduc,MTL,F,5,12,6,23
3,regular,8471214,Alex Ovechkin,WSH,F,24,8,10,42
3,regular,8481580,Connor McMichael,WSH,F,16,14,11,41
3,regular,8481656,Aliaksei Protas,WSH,F,21,20,7,48
3,regular,8479345,Jakob Chychrun,WSH,D,20,7,24,51
3,regular,8478463,Anthony Beauvillier,WSH,F,12,8,9,29
3,regular,8482088,Justin Sourdif,WSH,F,21,18,10,49
3,regular,8476854,Hampus Lindholm,BOS,D,7,5,10,22
3,regular,8477507,Nikita Zadorov,BOS,D,4,14,5,23
3,regular,8480035,Henri Jokiharju,BOS,D,3,15,11,29
3,regular,8479591,Michael Eyssimont,BOS,F,20,8,4,32
3,regular,8477956,David Pastrnak,BOS,F,17,54,10,81
3,regular,8482511,Mason Lohrei,BOS,D,13,5,11,29
3,regular,8476374,Sean Kuraly,BOS,F,8,12,4,24
3,regular,8477496,Elias Lindholm,BOS,F,18,4,11,33
3,regular,8481219,Jonathan Aspirot,BOS,D,6,4,13,23
3,regular,8479325,Charlie McAvoy,BOS,D,19,25,22,66
3,regular,8474150,Mikael Backlund,CGY,F,18,20,6,44
3,regular,8476399,Blake Coleman,CGY,F,32,26,11,69
3,regular,8480028,Morgan Frost,CGY,F,42,16,11,69
3,regular,8481068,Yegor Sharangovich,CGY,F,23,13,6,42
3,regular,8482074,Connor Zary,CGY,F,26,7,15,48
3,regular,8483890,Braeden Bowman,VGK,F,11,15,11,37
3,regular,8477447,Shea Theodore,VGK,D,15,19,14,48
3,regular,8478403,Jack Eichel,VGK,F,33,25,19,77
3,regular,8481604,Pavel Dorofeyev,VGK,F,31,15,12,58
3,regular,8476925,Colton Sissons,VGK,F,6,5,6,17
3,regular,8478396,Noah Hanifin,VGK,D,2,8,21,31
3,regular,8478397,Rasmus Andersson,VGK,D,23,18,4,45
3,regular,8479353,Brett Howden,VGK,F,23,15,7,45
3,regular,8478468,Jeremy Lauzon,VGK,D,1,8,8,17
3,regular,8475913,Mark Stone,VGK,F,31,16,11,58
3,regular,8479675,Trevor Moore,LAK,F,16,15,18,49
3,regular,8476469,Joel Armia,LAK,F,11,13,3,27
3,regular,8483489,Fraser Minten,BOS,F,27,7,4,38
3,regular,8478401,Pavel Zacha,BOS,F,42,12,21,75
3,regular,8482177,Marat Khusnutdinov,BOS,F,17,5,10,32
3,regular,8479999,Casey Mittelstadt,BOS,F,12,13,13,38
3,regular,8480355,Mark Kastelic,BOS,F,6,4,6,16
3,regular,8478233,Andrew Mangiapane,CHI,F,17,16,2,35
3,regular,8483493,Frank Nazar,CHI,F,23,10,8,41
3,regular,8485391,Anton Frondell,CHI,F,4,9,4,17
3,regular,8481568,Alex Vlasic,CHI,D,2,13,15,30
3,regular,8482671,Owen Power,BUF,D,8,7,24,39
3,regular,8482659,Josh Doan,BUF,F,28,15,7,50
3,regular,8479420,Tage Thompson,BUF,F,37,18,11,66
3,regular,8475722,Jason Zucker,BUF,F,34,12,8,54
3,regular,8481524,Bowen Byram,BUF,D,1,13,11,25
3,regular,8484145,Zach Benson,BUF,F,13,13,12,38
3,regular,8484210,Gabe Perreault,NYR,F,19,19,2,40
3,regular,8476389,Vincent Trocheck,NYR,F,22,24,18,64
3,regular,8478882,Vladislav Gavrikov,NYR,D,13,15,16,44
3,regular,8482073,Braden Schneider,NYR,D,5,16,6,27
3,regular,8476468,J.T. Miller,NYR,F,22,14,17,53
3,regular,8476459,Mika Zibanejad,NYR,F,58,23,16,97
3,regular,8477839,Conor Sheary,NYR,F,22,4,9,35
3,regular,8475753,Justin Faulk,DET,D,22,22,15,59
3,regular,8477456,J.T. Compher,DET,F,21,13,7,41
3,regular,8475279,Ben Chiarot,DET,D,5,2,18,25
3,regular,8481607,Albert Johansson,DET,D,8,5,3,16
3,regular,8477946,Dylan Larkin,DET,F,45,10,20,75
3,regular,8482078,Lucas Raymond,DET,F,42,30,15,87
3,regular,8479337,Alex DeBrincat,DET,F,53,18,17,88
3,regular,8480018,Nick Suzuki,MTL,F,20,46,19,85
3,regular,8476479,Phillip Danault,MTL,F,5,8,5,18
3,regular,8481523,Kirby Dach,MTL,F,15,5,7,27
3,regular,8480074,Alexandre Texier,MTL,F,20,15,12,47
3,regular,8476875,Mike Matheson,MTL,D,6,9,13,28
3,regular,8481618,Alex Newhook,MTL,F,25,11,5,41
3,regular,8483515,Juraj Slafkovský,MTL,F,22,17,21,60
3,regular,8477426,Nick Paul,TBL,F,7,3,8,18
3,regular,8480426,Charle-Edouard D'Astous,TBL,D,5,13,20,38
3,regular,8476453,Nikita Kucherov,TBL,F,49,45,20,114
3,regular,8477404,Jake Guentzel,TBL,F,39,31,12,82
3,regular,8470621,Corey Perry,TBL,F,15,20,9,44
3,regular,8482929,Emil Lilleberg,TBL,D,11,7,10,28
3,regular,8480208,Drake Batherson,OTT,F,36,14,19,69
3,regular,8478542,Evan Rodrigues,FLA,F,5,15,5,25
3,regular,8478859,Niko Mikkola,FLA,D,10,6,9,25
3,regular,8482113,Anton Lundell,FLA,F,28,13,8,49
3,regular,8477495,Seth Jones,FLA,D,20,17,19,56
3,regular,8481546,Cam York,PHI,D,6,6,11,23
3,regular,8481533,Trevor Zegras,PHI,F,25,34,4,63
3,regular,8484387,Matvei Michkov,PHI,F,24,15,10,49
3,regular,8482159,Tyson Foerster,PHI,F,41,6,10,57
3,regular,8478439,Travis Konecny,PHI,F,24,24,10,58
3,regular,8485406,Porter Martone,PHI,F,2,3,7,12
3,regular,8477948,Travis Sanheim,PHI,D,17,14,8,39
3,regular,8480220,Noah Cates,PHI,F,14,19,3,36
3,regular,8480980,Connor Dewar,PIT,F,13,6,14,33
3,regular,8485414,Ben Kindel,PIT,F,10,15,6,31
3,regular,8477511,Anthony Mantha,PIT,F,43,14,16,73
3,regular,8471675,Sidney Crosby,PIT,F,29,34,10,73
3,regular,8474578,Erik Karlsson,PIT,D,21,18,17,56
3,regular,8471215,Evgeni Malkin,PIT,F,18,21,15,54
3,regular,8479398,Samuel Girard,PIT,D,7,5,14,26
3,regular,8478438,Thomas Novak,PIT,F,29,15,5,49
3,regular,8475170,Brayden Schenn,NYI,F,25,14,15,54
3,regular,8485366,Matthew Schaefer,NYI,D,18,29,16,63
3,regular,8477500,Bo Horvat,NYI,F,33,2,16,51
3,regular,8482476,Emil Heineman,NYI,F,20,7,9,36
3,regular,8476292,Ondrej Palat,NYI,F,6,6,9,21
3,regular,8475314,Anders Lee,NYI,F,16,17,2,35
3,regular,8477940,Nikolaj Ehlers,CAR,F,25,31,10,66
3,regular,8480336,Sean Walker,CAR,D,5,9,17,31
3,regular,8482093,Seth Jarvis,CAR,F,29,19,16,64
3,regular,8479996,Cody Glass,NJD,F,26,18,6,50
3,regular,8480002,Nico Hischier,NJD,F,34,19,14,67
3,regular,8482110,Dawson Mercer,NJD,F,15,14,7,36
3,regular,8483495,Simon Nemec,NJD,D,10,6,5,21
3,regular,8480023,Robert Thomas,STL,F,35,22,14,71
3,regular,8482077,Dylan Holloway,STL,F,28,20,22,70
3,regular,8479385,Jordan Kyrou,STL,F,17,30,11,58
3,regular,8480459,Pius Suter,STL,F,19,4,7,30
3,regular,8481598,Philip Broberg,STL,D,6,18,12,36
3,regular,8480800,Quinn Hughes,MIN,D,6,39,34,79
3,regular,8477451,Ryan Hartman,MIN,F,28,20,8,56
3,regular,8475149,Marcus Johansson,MIN,F,6,13,25,44
3,regular,8481477,Nico Sturm,MIN,F,12,3,9,24
3,regular,8482146,Luke Evangelista,NSH,F,10,28,28,66
3,regular,8474600,Roman Josi,NSH,D,27,33,39,99
3,regular,8474564,Steven Stamkos,NSH,F,71,14,9,94
3,regular,8484241,Matthew Wood,NSH,F,28,13,4,45
3,regular,8482768,Fedor Svechkov,NSH,F,6,10,5,21
3,regular,8475158,Ryan O'Reilly,NSH,F,38,38,21,97
3,regular,8476887,Filip Forsberg,NSH,F,64,29,11,104
3,regular,8479525,Ross Colton,COL,F,12,6,4,22
3,regular,8476539,Jonathan Marchessault,NSH,F,16,22,17,55
3,regular,8476869,Brady Skjei,NSH,D,5,15,6,26
3,regular,8481043,Cole Koepke,WPG,F,14,9,5,28
3,regular,8478398,Kyle Connor,WPG,F,55,18,17,90
3,regular,8473604,Jonathan Toews,WPG,F,17,15,8,40
3,regular,8476460,Mark Scheifele,WPG,F,39,50,25,114
3,regular,8475799,Nino Niederreiter,WPG,F,5,7,8,20
3,regular,8477504,Josh Morrissey,WPG,D,29,17,29,75
3,regular,8480014,Gabriel Vilardi,WPG,F,45,25,16,86
3,regular,8476331,Dylan DeMelo,WPG,D,3,1,7,11
3,regular,8482145,Mavrik Bourque,DAL,F,26,12,4,42
3,regular,8478449,Roope Hintz,DAL,F,20,23,14,57
3,regular,8480036,Miro Heiskanen,DAL,D,4,25,19,48
3,regular,8482740,Wyatt Johnston,DAL,F,47,11,8,66
3,regular,8478420,Mikko Rantanen,DAL,F,24,29,10,63
3,regular,8475794,Tyler Seguin,DAL,F,17,8,5,30
3,regular,8476278,Colin Blackwell,DAL,F,3,15,4,22
3,regular,8480027,Jason Robertson,DAL,F,37,18,19,74
3,regular,8475168,Matt Duchene,DAL,F,18,28,17,63
