sim,seasonstage,pid,name,team,position,goals,a1,a2,points
1,regular,8477573,Nathan Walker,STL,F,10,8,2,20
1,regular,8481006,Tyler Tucker,STL,D,6,10,11,27
1,regular,8476889,Radek Faksa,DAL,F,2,14,4,20
1,regular,8480049,Dylan Samberg,WPG,D,0,7,17,24
1,regular,8480014,Gabriel Vilardi,WPG,F,38,24,13,75
1,regular,8473604,Jonathan Toews,WPG,F,25,13,2,40
1,regular,8482947,Zakhar Bardakov,COL,F,0,6,8,14
1,regular,8476921,Jordan Martinook,CAR,F,6,11,4,21
1,regular,8478396,Noah Hanifin,VGK,D,4,14,13,31
1,regular,8478468,Jeremy Lauzon,VGK,D,3,1,8,12
1,regular,8476624,Barclay Goodrow,SJS,F,2,7,4,13
1,regular,8482148,Hendrix Lapierre,WSH,F,12,9,7,28
1,regular,8479520,Brandon Duhaime,WSH,F,2,8,3,13
1,regular,8484240,Tom Willander,VAN,D,6,5,10,21
1,regular,8481525,Matthew Robertson,NYR,D,11,4,7,22
1,regular,8484150,Hunter Brzustewicz,CGY,D,1,1,7,9
1,regular,8482074,Connor Zary,CGY,F,18,3,12,33
1,regular,8476525,Colin Miller,WPG,D,2,8,8,18
1,regular,8477504,Josh Morrissey,WPG,D,12,13,20,45
1,regular,8480817,K'Andre Miller,CAR,D,6,8,10,24
1,regular,8481582,Nicholas Robertson,TOR,F,18,10,6,34
1,regular,8476931,Jake McCabe,TOR,D,7,13,6,26
1,regular,8478469,Thomas Chabot,OTT,D,18,25,7,50
1,regular,8483512,Matt Savoie,EDM,F,19,20,10,49
1,regular,8477498,Darnell Nurse,EDM,D,3,12,7,22
1,regular,8476854,Hampus Lindholm,BOS,D,6,2,17,25
1,regular,8476374,Sean Kuraly,BOS,F,4,7,3,14
1,regular,8477493,,FLA,,2,4,4,10
1,regular,8484241,Matthew Wood,NSH,F,25,18,2,45
1,regular,8479525,Ross Colton,COL,F,11,11,7,29
1,regular,8475794,Tyler Seguin,DAL,F,20,4,12,36
1,regular,8478831,Kevin Stenlund,UTA,F,4,2,1,7
1,regular,8478038,Devon Toews,COL,D,7,10,17,34
1,regular,8475220,Marcus Foligno,MIN,F,14,6,5,25
1,regular,8473422,Nick Foligno,MIN,F,8,13,6,27
1,regular,8482737,Zachary Bolduc,MTL,F,4,15,5,24
1,regular,8479591,Michael Eyssimont,BOS,F,8,9,2,19
1,regular,8479999,Casey Mittelstadt,BOS,F,13,11,15,39
1,regular,8485512,Tim Washe,ANA,F,5,4,4,13
1,regular,8478859,Niko Mikkola,FLA,D,2,7,6,15
1,regular,8481655,Cole Schwindt,FLA,F,10,5,3,18
1,regular,8482877,Jaroslav Chmelar,NYR,F,9,2,4,15
1,regular,8477021,Alexander Kerfoot,UTA,F,14,6,8,28
1,regular,8482175,JJ Peterka,UTA,F,12,8,3,23
1,regular,8481535,Nils Hoglander,VAN,F,5,5,5,15
1,regular,8482726,Samuel Helenius,LAK,F,5,5,6,16
1,regular,8482765,Isak Rosen,WPG,F,19,11,3,33
1,regular,8482100,Alexander Nikishin,CAR,D,10,13,6,29
1,regular,8477450,Jason Dickinson,EDM,F,8,5,6,19
1,regular,8477406,Mattias Janmark,EDM,F,2,4,10,16
1,regular,8478413,Jordan Greenway,BUF,F,1,4,3,8
1,regular,8484806,Sam Dickinson,SJS,D,2,6,10,18
1,regular,8478856,Conor Garland,CBJ,F,14,15,6,35
1,regular,8476392,Adam Lowry,WPG,F,6,11,12,29
1,regular,8475799,Nino Niederreiter,WPG,F,10,9,5,24
1,regular,8485406,Porter Martone,PHI,F,1,6,6,13
1,regular,8485395,James Hagens,BOS,F,5,2,3,10
1,regular,8477935,Sam Bennett,FLA,F,26,14,8,48
1,regular,8478507,John Marino,UTA,D,1,15,6,22
1,regular,8479293,Brandon Tanev,UTA,F,2,9,5,16
1,regular,8482733,Logan Mailloux,STL,D,14,3,3,20
1,regular,8477425,Miles Wood,CBJ,F,9,6,4,19
1,regular,8478911,Matt Roy,WSH,D,0,12,5,17
1,regular,8480840,Oskar Bäck,DAL,F,1,4,6,11
1,regular,8474149,Evgenii Dadonov,NJD,F,7,3,7,17
1,regular,8474151,Ryan McDonagh,TBL,D,5,7,13,25
1,regular,8483525,Danila Yurov,MIN,F,15,5,8,28
1,regular,8477987,Ryan Donato,CHI,F,11,8,4,23
1,regular,8476882,Teuvo Teravainen,CHI,F,24,5,4,33
1,regular,8483450,Ryan Greene,CHI,F,14,16,2,32
1,regular,8482807,Ethan Del Mastro,CHI,D,1,7,1,9
1,regular,8474574,Tyler Myers,DAL,D,3,1,6,10
1,regular,8480036,Miro Heiskanen,DAL,D,5,25,29,59
1,regular,8484509,Josh Samanski,EDM,F,1,2,2,5
1,regular,8479398,Samuel Girard,PIT,D,3,5,8,16
1,regular,8484759,Carter Yakemchuk,OTT,D,2,0,5,7
1,regular,8482476,Emil Heineman,NYI,F,21,8,3,32
1,regular,8481527,Kaedan Korczak,VGK,D,1,6,7,14
1,regular,8478891,Mason Appleton,DET,F,6,3,5,14
1,regular,8480878,Nils Lundkvist,DAL,D,2,5,6,13
1,regular,8478173,Hayden Hodgson,OTT,F,1,4,4,9
1,regular,8483495,Simon Nemec,NJD,D,7,7,4,18
1,regular,8480834,Ty Emberson,EDM,D,0,2,3,5
1,regular,8483690,Noah Laba,NYR,F,3,7,5,15
1,regular,8478970,Jalen Chatfield,CAR,D,3,2,11,16
1,regular,8484797,Konsta Helenius,BUF,F,3,3,4,10
1,regular,8479982,Conor Timmins,BUF,D,2,0,9,11
1,regular,8478416,Erik Cernak,TBL,D,7,2,1,10
1,regular,8482176,Wyatt Kaiser,CHI,D,6,4,5,15
1,regular,8484999,Ilya Protas,WSH,F,5,4,2,11
1,regular,8478136,Jake Middleton,MIN,D,5,9,2,16
1,regular,8484873,Cole Hutson,WSH,D,1,3,3,7
1,regular,8476958,Jaccob Slavin,CAR,D,3,4,4,11
1,regular,8484305,Zach Metsa,BUF,D,3,3,7,13
1,regular,8478840,Will Borgen,NYR,D,4,6,4,14
1,regular,8476331,Dylan DeMelo,WPG,D,3,0,4,7
1,regular,8483425,Lian Bichsel,DAL,D,10,4,2,16
1,regular,8475179,Dmitry Kulikov,FLA,D,3,3,0,6
1,regular,8477938,Haydn Fleury,WPG,D,8,4,1,13
1,regular,8482731,Tyson Hinds,ANA,D,0,1,2,3
1,regular,8476917,Adam Pelech,NYI,D,6,16,4,26
1,regular,8479992,Michael Rasmussen,DET,F,3,5,5,13
1,regular,8484958,Maksim Tsyplakov,NJD,F,2,5,6,13
1,regular,8481161,Jake Christiansen,CBJ,D,2,1,2,5
1,playoff,8481528,Dylan Cozens,OTT,F,15,1,6,22
1,playoff,8480208,Drake Batherson,OTT,F,10,3,7,20
1,playoff,8478173,Hayden Hodgson,OTT,F,0,1,3,4
1,playoff,8483676,Stephen Halliday,OTT,F,4,2,1,7
1,playoff,8475166,John Tavares,TOR,F,4,1,1,6
1,playoff,8477939,William Nylander,TOR,F,3,5,1,9
1,playoff,8478178,Darren Raddysh,TBL,D,0,3,2,5
1,playoff,8479318,Auston Matthews,TOR,F,1,3,0,4
1,playoff,8482720,Matthew Knies,TOR,F,1,3,2,6
1,playoff,8481582,Nicholas Robertson,TOR,F,2,0,2,4
1,playoff,8481560,Arthur Kaliyev,OTT,F,4,2,1,7
1,playoff,8482095,Tyler Kleven,OTT,D,5,14,1,20
1,playoff,8476931,Jake McCabe,TOR,D,1,0,0,1
1,playoff,8478443,Brandon Carlo,TOR,D,0,0,1,1
1,playoff,8476853,Morgan Rielly,TOR,D,1,0,0,1
1,playoff,8478904,Steven Lorentz,TOR,F,3,1,0,4
1,playoff,8478057,Dakota Joshua,TOR,F,1,0,1,2
1,playoff,8481711,Matias Maccelli,TOR,F,2,1,0,3
1,playoff,8482105,Jake Sanderson,OTT,D,6,2,5,13
1,playoff,8481596,Shane Pinto,OTT,F,4,3,2,9
1,playoff,8478020,Michael Amadio,OTT,F,1,3,2,6
1,playoff,8482245,Artem Zub,OTT,D,1,9,3,13
1,playoff,8482092,Ridly Greig,OTT,F,7,5,1,13
1,playoff,8482116,Tim Stützle,OTT,F,5,10,7,22
1,playoff,8478469,Thomas Chabot,OTT,D,2,7,3,12
1,playoff,8475171,Oliver Ekman-Larsson,TOR,D,0,0,3,3
1,playoff,8481606,Jordan Spence,OTT,D,4,2,7,13
1,playoff,8479987,Morgan Geekie,BOS,F,4,1,3,8
1,playoff,8479325,Charlie McAvoy,BOS,D,3,6,1,10
1,playoff,8477496,Elias Lindholm,BOS,F,4,1,3,8
1,playoff,8478401,Pavel Zacha,BOS,F,8,6,3,17
1,playoff,8480355,Mark Kastelic,BOS,F,2,1,0,3
1,playoff,8482511,Mason Lohrei,BOS,D,1,1,2,4
1,playoff,8483489,Fraser Minten,BOS,F,3,2,2,7
1,playoff,8480035,Henri Jokiharju,BOS,D,0,2,3,5
1,playoff,8477956,David Pastrnak,BOS,F,4,10,1,15
1,playoff,8485366,Matthew Schaefer,NYI,D,3,1,1,5
1,playoff,8481601,Simon Holmstrom,NYI,F,1,1,1,3
1,playoff,8476917,Adam Pelech,NYI,D,0,1,1,2
1,playoff,8477500,Bo Horvat,NYI,F,3,0,0,3
1,playoff,8478445,Mathew Barzal,NYI,F,0,2,2,4
1,playoff,8482177,Marat Khusnutdinov,BOS,F,3,2,3,8
1,playoff,8476374,Sean Kuraly,BOS,F,1,2,1,4
1,playoff,8481219,Jonathan Aspirot,BOS,D,0,0,3,3
1,playoff,8477507,Nikita Zadorov,BOS,D,1,1,2,4
1,playoff,8479661,Tanner Jeannot,BOS,F,1,1,0,2
1,playoff,8479591,Michael Eyssimont,BOS,F,2,1,2,5
1,playoff,8479999,Casey Mittelstadt,BOS,F,3,1,1,5
1,playoff,8477950,Tony DeAngelo,NYI,D,0,3,3,6
1,playoff,8476292,Ondrej Palat,NYI,F,1,0,1,2
1,playoff,8475170,Brayden Schenn,NYI,F,4,0,0,4
1,playoff,8475314,Anders Lee,NYI,F,0,4,0,4
1,playoff,8476419,Jean-Gabriel Pageau,NYI,F,1,0,2,3
1,playoff,8476453,Nikita Kucherov,TBL,F,9,3,5,17
1,playoff,8477404,Jake Guentzel,TBL,F,9,6,8,23
1,playoff,8482201,Gage Goncalves,TBL,F,5,0,4,9
1,playoff,8478519,Anthony Cirelli,TBL,F,2,3,0,5
1,playoff,8477416,Oliver Bjorkstrand,TBL,F,3,2,0,5
1,playoff,8478010,Brayden Point,TBL,F,6,7,2,15
1,playoff,8477940,Nikolaj Ehlers,CAR,F,3,5,2,10
1,playoff,8482100,Alexander Nikishin,CAR,D,1,0,1,2
1,playoff,8475791,Taylor Hall,CAR,F,1,3,1,5
1,playoff,8482809,Jackson Blake,CAR,F,2,0,1,3
1,playoff,8482093,Seth Jarvis,CAR,F,3,1,1,5
1,playoff,8482702,Logan Stankoven,CAR,F,1,1,2,4
1,playoff,8479542,Brandon Hagel,TBL,F,5,3,2,10
1,playoff,8483752,Dominic James,TBL,F,2,1,0,3
1,playoff,8477426,Nick Paul,TBL,F,1,2,2,5
1,playoff,8470621,Corey Perry,TBL,F,2,5,1,8
1,playoff,8482655,J.J. Moser,TBL,D,1,1,2,4
1,playoff,8476906,Shayne Gostisbehere,CAR,D,1,3,2,6
1,playoff,8480830,Andrei Svechnikov,CAR,F,4,2,0,6
1,playoff,8478427,Sebastian Aho,CAR,F,3,1,1,5
1,playoff,8476921,Jordan Martinook,CAR,F,1,1,0,2
1,playoff,8476873,Mark Jankowski,CAR,F,2,1,0,3
1,playoff,8476826,Yanni Gourde,TBL,F,1,2,0,3
1,playoff,8474151,Ryan McDonagh,TBL,D,1,3,1,5
1,playoff,8480426,Charle-Edouard D'Astous,TBL,D,3,4,3,10
1,playoff,8476878,Zemgus Girgensons,TBL,F,0,1,0,1
1,playoff,8477478,William Carrier,CAR,F,0,2,0,2
1,playoff,8473533,Jordan Staal,CAR,F,1,0,0,1
1,playoff,8480817,K'Andre Miller,CAR,D,1,0,0,1
1,playoff,8480762,Eric Robinson,CAR,F,0,0,2,2
1,playoff,8476958,Jaccob Slavin,CAR,D,0,0,1,1
1,playoff,8482929,Emil Lilleberg,TBL,D,1,0,2,3
1,playoff,8478416,Erik Cernak,TBL,D,1,1,0,2
1,playoff,8478970,Jalen Chatfield,CAR,D,0,0,1,1
1,playoff,8471214,Alex Ovechkin,WSH,F,8,4,4,16
1,playoff,8478440,Dylan Strome,WSH,F,4,10,1,15
1,playoff,8479520,Brandon Duhaime,WSH,F,1,2,3,6
1,playoff,8484186,Ryan Leonard,WSH,F,9,7,1,17
1,playoff,8482159,Tyson Foerster,PHI,F,4,0,0,4
1,playoff,8482142,Jamie Drysdale,PHI,D,1,1,1,3
1,playoff,8480015,Owen Tippett,PHI,F,3,0,0,3
1,playoff,8480220,Noah Cates,PHI,F,1,2,1,4
1,playoff,8476372,Nick Seeler,PHI,D,1,0,1,2
1,playoff,8478439,Travis Konecny,PHI,F,1,1,1,3
1,playoff,8477499,Rasmus Ristolainen,PHI,D,0,3,1,4
1,playoff,8478911,Matt Roy,WSH,D,0,3,1,4
1,playoff,8481656,Aliaksei Protas,WSH,F,7,10,2,19
1,playoff,8484873,Cole Hutson,WSH,D,0,1,2,3
1,playoff,8481580,Connor McMichael,WSH,F,10,4,3,17
1,playoff,8482088,Justin Sourdif,WSH,F,10,1,4,15
1,playoff,8480796,Martin Fehervary,WSH,D,0,3,4,7
1,playoff,8479345,Jakob Chychrun,WSH,D,8,3,8,19
1,playoff,8484387,Matvei Michkov,PHI,F,0,3,2,5
1,playoff,8476461,Sean Couturier,PHI,F,2,0,1,3
1,playoff,8484142,Denver Barkey,PHI,F,2,2,1,5
1,playoff,8481546,Cam York,PHI,D,0,1,1,2
1,playoff,8477989,Christian Dvorak,PHI,F,1,0,0,1
1,playoff,8477948,Travis Sanheim,PHI,D,0,1,2,3
1,playoff,8477845,Trevor van Riemsdyk,WSH,D,3,1,1,5
1,playoff,8481533,Trevor Zegras,PHI,F,1,1,0,2
1,playoff,8476880,Tom Wilson,WSH,F,6,0,1,7
1,playoff,8483491,Ivan Miroshnichenko,WSH,F,1,1,6,8
1,playoff,8478463,Anthony Beauvillier,WSH,F,2,1,1,4
1,playoff,8484999,Ilya Protas,WSH,F,1,4,3,8
1,playoff,8482148,Hendrix Lapierre,WSH,F,1,2,3,6
1,playoff,8476455,Gabriel Landeskog,COL,F,2,2,0,4
1,playoff,8480835,Jack Drury,COL,F,1,2,2,5
1,playoff,8475754,Brock Nelson,COL,F,1,3,0,4
1,playoff,8478462,Nicolas Roy,COL,F,1,0,0,1
1,playoff,8480069,Cale Makar,COL,D,3,1,0,4
1,playoff,8475172,Nazem Kadri,COL,F,4,3,1,8
1,playoff,8477492,Nathan MacKinnon,COL,F,1,7,3,11
1,playoff,8478038,Devon Toews,COL,D,1,1,1,3
1,playoff,8476312,Josh Manson,COL,D,0,0,1,1
1,playoff,8482145,Mavrik Bourque,DAL,F,4,1,1,6
1,playoff,8480027,Jason Robertson,DAL,F,7,2,2,11
1,playoff,8478420,Mikko Rantanen,DAL,F,3,9,2,14
1,playoff,8474574,Tyler Myers,DAL,D,0,0,2,2
1,playoff,8480039,Martin Necas,COL,F,4,0,2,6
1,playoff,8477476,Artturi Lehkonen,COL,F,1,1,0,2
1,playoff,8484258,Sam Malinski,COL,D,1,1,2,4
1,playoff,8477501,Valeri Nichushkin,COL,F,1,1,2,4
1,playoff,8481186,Logan O'Connor,COL,F,1,0,0,1
1,playoff,8482947,Zakhar Bardakov,COL,F,1,0,1,2
1,playoff,8480448,Parker Kelly,COL,F,1,0,0,1
1,playoff,8475168,Matt Duchene,DAL,F,6,7,0,13
1,playoff,8475794,Tyler Seguin,DAL,F,1,3,0,4
1,playoff,8479351,Sam Steel,DAL,F,2,0,4,6
1,playoff,8480036,Miro Heiskanen,DAL,D,0,4,4,8
1,playoff,8484829,Justin Hryckowian,DAL,F,4,0,1,5
1,playoff,8481581,Thomas Harley,DAL,D,1,4,2,7
1,playoff,8482740,Wyatt Johnston,DAL,F,7,1,0,8
1,playoff,8478449,Roope Hintz,DAL,F,5,2,3,10
1,playoff,8476902,Esa Lindell,DAL,D,0,0,2,2
1,playoff,8476889,Radek Faksa,DAL,F,0,2,1,3
1,playoff,8480848,Ty Dellandrea,SJS,F,1,1,0,2
1,playoff,8482667,William Eklund,SJS,F,1,2,0,3
1,playoff,8480798,Philipp Kurashev,SJS,F,1,0,0,1
1,playoff,8475200,Dmitry Orlov,SJS,D,0,2,1,3
1,playoff,8484911,Collin Graf,SJS,F,1,0,1,2
1,playoff,8480803,Evan Bouchard,EDM,D,5,2,7,14
1,playoff,8481617,Vasily Podkolzin,EDM,F,0,2,2,4
1,playoff,8478402,Connor McDavid,EDM,F,11,7,0,18
1,playoff,8477934,Leon Draisaitl,EDM,F,5,3,1,9
1,playoff,8483630,Pavol Regenda,SJS,F,3,0,0,3
1,playoff,8476454,Ryan Nugent-Hopkins,EDM,F,2,4,0,6
1,playoff,8483512,Matt Savoie,EDM,F,4,0,1,5
1,playoff,8484509,Josh Samanski,EDM,F,0,1,2,3
1,playoff,8477450,Jason Dickinson,EDM,F,0,1,1,2
1,playoff,8477406,Mattias Janmark,EDM,F,2,0,0,2
1,playoff,8475218,Mattias Ekholm,EDM,D,0,1,2,3
1,playoff,8477498,Darnell Nurse,EDM,D,0,1,0,1
1,playoff,8479365,Trent Frederic,EDM,F,1,0,1,2
1,playoff,8484227,Will Smith,SJS,F,0,2,0,2
1,playoff,8476624,Barclay Goodrow,SJS,F,1,0,0,1
1,playoff,8484801,Macklin Celebrini,SJS,F,0,1,2,3
1,playoff,8482122,Brock Faber,MIN,D,2,2,1,5
1,playoff,8478864,Kirill Kaprizov,MIN,F,0,4,0,4
1,playoff,8480800,Quinn Hughes,MIN,D,2,3,5,10
1,playoff,8483525,Danila Yurov,MIN,F,1,1,0,2
1,playoff,8478508,Yakov Trenin,MIN,F,0,1,0,1
1,playoff,8474716,Jared Spurgeon,MIN,D,1,0,2,3
1,playoff,8481477,Nico Sturm,MIN,F,1,0,0,1
1,playoff,8482094,Daemon Hunt,MIN,D,0,1,0,1
1,playoff,8475692,Mats Zuccarello,MIN,F,1,2,2,5
1,playoff,8477451,Ryan Hartman,MIN,F,2,1,0,3
1,playoff,8482713,Mackie Samoskevich,FLA,F,8,1,1,10
1,playoff,8481554,Kaapo Kakko,SEA,F,2,5,2,9
1,playoff,8477986,Brandon Montour,SEA,D,2,1,2,5
1,playoff,8474586,Jordan Eberle,SEA,F,7,4,3,14
1,playoff,8482259,Bobby McMann,SEA,F,4,1,2,7
1,playoff,8477955,Jared McCann,SEA,F,3,5,3,11
1,playoff,8482665,Matty Beniers,SEA,F,4,1,3,8
1,playoff,8481557,Matt Boldy,MIN,F,4,0,2,6
1,playoff,8477446,Michael McCarron,MIN,F,0,0,2,2
1,playoff,8475765,Vladimir Tarasenko,MIN,F,3,1,1,5
1,playoff,8475149,Marcus Johansson,MIN,F,1,0,1,2
1,playoff,8478407,Vince Dunn,SEA,D,1,5,5,11
1,playoff,8476905,Chandler Stephenson,SEA,F,1,5,1,7
1,playoff,8484800,Berkly Catton,SEA,F,3,0,0,3
1,playoff,8475220,Marcus Foligno,MIN,F,1,0,0,1
1,playoff,8473422,Nick Foligno,MIN,F,0,1,0,1
1,playoff,8482751,Ryan Winterton,SEA,F,0,1,1,2
1,playoff,8479985,Cale Fleury,SEA,D,1,0,0,1
1,playoff,8482146,Luke Evangelista,NSH,F,1,1,4,6
1,playoff,8480246,Nick Perbix,NSH,D,0,1,0,1
1,playoff,8474600,Roman Josi,NSH,D,1,2,3,6
1,playoff,8483406,Taylor Ward,LAK,F,2,0,3,5
1,playoff,8478550,Artemi Panarin,LAK,F,3,11,12,26
1,playoff,8483756,Jared Wright,LAK,F,1,1,1,3
1,playoff,8482124,Quinton Byfield,LAK,F,11,1,1,13
1,playoff,8482155,Alex Laferriere,LAK,F,5,6,4,15
1,playoff,8476887,Filip Forsberg,NSH,F,8,2,0,10
1,playoff,8479525,Ross Colton,COL,F,1,2,0,3
1,playoff,8476869,Brady Skjei,NSH,D,1,4,0,5
1,playoff,8476539,Jonathan Marchessault,NSH,F,3,0,0,3
1,playoff,8479980,Nicolas Hague,NSH,D,1,0,0,1
1,playoff,8474564,Steven Stamkos,NSH,F,1,2,1,4
1,playoff,8475158,Ryan O'Reilly,NSH,F,2,1,3,6
1,playoff,8474563,Drew Doughty,LAK,D,1,2,2,5
1,playoff,8475208,Brian Dumoulin,LAK,D,2,1,0,3
1,playoff,8482730,Brandt Clarke,LAK,D,0,6,6,12
1,playoff,8477960,Adrian Kempe,LAK,F,9,2,1,12
1,playoff,8479998,Mikey Anderson,LAK,D,3,5,3,11
1,playoff,8479675,Trevor Moore,LAK,F,5,1,1,7
1,playoff,8476469,Joel Armia,LAK,F,4,3,0,7
1,playoff,8477942,Kevin Fiala,LAK,F,5,4,1,10
1,playoff,8482768,Fedor Svechkov,NSH,F,1,0,0,1
1,playoff,8481532,Alex Turcotte,LAK,F,2,4,2,8
1,playoff,8484241,Matthew Wood,NSH,F,1,1,0,2
1,playoff,8480188,Fabian Zetterlund,OTT,F,2,2,0,4
1,playoff,8476854,Hampus Lindholm,BOS,D,1,1,1,3
1,playoff,8484759,Carter Yakemchuk,OTT,D,1,0,2,3
1,playoff,8477998,Warren Foegele,OTT,F,5,0,1,6
1,playoff,8475795,Dylan McIlrath,WSH,D,0,2,1,3
1,playoff,8476278,Colin Blackwell,DAL,F,0,0,1,1
1,playoff,8480878,Nils Lundkvist,DAL,D,0,1,0,1
1,playoff,8480840,Oskar Bäck,DAL,F,1,0,0,1
1,playoff,8477919,Freddy Gaudreau,SEA,F,0,2,0,2
1,playoff,8479324,Ryan Lindgren,SEA,D,0,0,1,1
1,playoff,8475786,Zach Hyman,EDM,F,1,1,0,2
1,playoff,8483524,Shane Wright,SEA,F,2,1,1,4
1,playoff,8482703,Colton Dach,EDM,F,0,3,1,4
1,playoff,8476457,Adam Larsson,SEA,D,2,2,1,5
1,playoff,8482858,Ryker Evans,SEA,D,2,1,1,4
1,playoff,8481056,Spencer Stastney,EDM,D,0,0,2,2
1,playoff,8477073,Kurtis MacDermid,OTT,F,1,1,0,2
1,playoff,8476441,Joel Edmundson,LAK,D,0,2,0,2
1,playoff,8482726,Samuel Helenius,LAK,F,2,0,2,4
2,regular,8483450,Ryan Greene,CHI,F,17,7,6,30
2,regular,8476882,Teuvo Teravainen,CHI,F,17,13,3,33
2,regular,8484185,Nick Lardis,CHI,F,32,4,5,41
2,regular,8476468,J.T. Miller,NYR,F,21,20,15,56
2,regular,8479323,Adam Fox,NYR,D,13,25,32,70
2,regular,8483669,Adam Sykora,NYR,F,3,4,2,9
2,regular,8481789,Tye Kartye,NYR,F,11,15,4,30
2,regular,8476459,Mika Zibanejad,NYR,F,41,25,14,80
2,regular,8484210,Gabe Perreault,NYR,F,12,14,5,31
2,regular,8478882,Vladislav Gavrikov,NYR,D,13,10,11,34
2,regular,8484169,Drew Fortescue,NYR,D,0,2,1,3
2,regular,8476389,Vincent Trocheck,NYR,F,13,15,14,42
2,regular,8476483,Rickard Rakell,PIT,F,25,16,6,47
2,regular,8485414,Ben Kindel,PIT,F,9,16,2,27
2,regular,8477511,Anthony Mantha,PIT,F,44,11,10,65
2,regular,8480980,Connor Dewar,PIT,F,9,8,6,23
2,regular,8479398,Samuel Girard,PIT,D,5,9,9,23
2,regular,8477960,Adrian Kempe,LAK,F,48,10,17,75
2,regular,8483756,Jared Wright,LAK,F,4,4,8,16
2,regular,8475208,Brian Dumoulin,LAK,D,3,4,8,15
2,regular,8482124,Quinton Byfield,LAK,F,47,11,10,68
2,regular,8479675,Trevor Moore,LAK,F,21,14,11,46
2,regular,8474563,Drew Doughty,LAK,D,4,9,11,24
2,regular,8478550,Artemi Panarin,LAK,F,34,44,27,105
2,regular,8476441,Joel Edmundson,LAK,D,1,19,14,34
2,regular,8477492,Nathan MacKinnon,COL,F,33,65,3,101
2,regular,8480039,Martin Necas,COL,F,43,19,24,86
2,regular,8480448,Parker Kelly,COL,F,30,11,7,48
2,regular,8476455,Gabriel Landeskog,COL,F,32,6,11,49
2,regular,8477501,Valeri Nichushkin,COL,F,11,7,17,35
2,regular,8477476,Artturi Lehkonen,COL,F,22,7,9,38
2,regular,8476312,Josh Manson,COL,D,3,26,9,38
2,regular,8484258,Sam Malinski,COL,D,11,18,19,48
2,regular,8479318,Auston Matthews,TOR,F,44,19,11,74
2,regular,8475166,John Tavares,TOR,F,36,27,9,72
2,regular,8478057,Dakota Joshua,TOR,F,20,8,5,33
2,regular,8481711,Matias Maccelli,TOR,F,20,20,17,57
2,regular,8478178,Darren Raddysh,TBL,D,26,31,23,80
2,regular,8481582,Nicholas Robertson,TOR,F,14,12,2,28
2,regular,8480074,Alexandre Texier,MTL,F,23,12,10,45
2,regular,8481540,Cole Caufield,MTL,F,62,10,8,80
2,regular,8483515,Juraj Slafkovský,MTL,F,20,17,13,50
2,regular,8476981,Josh Anderson,MTL,F,14,4,4,22
2,regular,8478851,Alexandre Carrier,MTL,D,14,6,3,23
2,regular,8478133,Jake Evans,MTL,F,9,6,4,19
2,regular,8482737,Zachary Bolduc,MTL,F,2,7,7,16
2,regular,8483457,Lane Hutson,MTL,D,7,22,17,46
2,regular,8482087,Kaiden Guhle,MTL,D,6,8,7,21
2,regular,8480018,Nick Suzuki,MTL,F,16,41,21,78
2,regular,8480865,Noah Dobson,MTL,D,12,11,11,34
2,regular,8478401,Pavel Zacha,BOS,F,44,13,9,66
2,regular,8479325,Charlie McAvoy,BOS,D,19,24,26,69
2,regular,8479999,Casey Mittelstadt,BOS,F,18,21,10,49
2,regular,8482177,Marat Khusnutdinov,BOS,F,25,4,9,38
2,regular,8481219,Jonathan Aspirot,BOS,D,6,8,12,26
2,regular,8477450,Jason Dickinson,EDM,F,9,7,5,21
2,regular,8476454,Ryan Nugent-Hopkins,EDM,F,19,21,6,46
2,regular,8477934,Leon Draisaitl,EDM,F,45,42,25,112
2,regular,8484509,Josh Samanski,EDM,F,4,4,5,13
2,regular,8482165,Yan Kuznetsov,CGY,D,4,4,5,13
2,regular,8476458,Ryan Strome,CGY,F,14,7,16,37
2,regular,8478403,Jack Eichel,VGK,F,27,36,16,79
2,regular,8475191,Reilly Smith,VGK,F,32,9,3,44
2,regular,8477447,Shea Theodore,VGK,D,13,10,23,46
2,regular,8481527,Kaedan Korczak,VGK,D,2,9,10,21
2,regular,8475343,Nic Dowd,VGK,F,7,4,13,24
2,regular,8475913,Mark Stone,VGK,F,27,22,7,56
2,regular,8479353,Brett Howden,VGK,F,17,7,12,36
2,regular,8477964,Ivan Barbashev,VGK,F,25,31,22,78
2,regular,8477942,Kevin Fiala,LAK,F,29,21,13,63
2,regular,8479998,Mikey Anderson,LAK,D,8,10,10,28
2,regular,8482155,Alex Laferriere,LAK,F,20,11,14,45
2,regular,8476879,Cody Ceci,LAK,D,1,4,6,11
2,regular,8483489,Fraser Minten,BOS,F,27,7,7,41
2,regular,8477507,Nikita Zadorov,BOS,D,6,14,4,24
2,regular,8477479,Tyler Bertuzzi,CHI,F,34,14,10,58
2,regular,8483506,Sam Rinzel,CHI,D,6,9,5,20
2,regular,8483493,Frank Nazar,CHI,F,19,15,3,37
2,regular,8481568,Alex Vlasic,CHI,D,2,18,13,33
2,regular,8484144,Connor Bedard,CHI,F,24,29,10,63
2,regular,8475722,Jason Zucker,BUF,F,30,4,10,44
2,regular,8480064,Josh Norris,BUF,F,14,22,9,45
2,regular,8480807,Mattias Samuelsson,BUF,D,18,11,15,44
2,regular,8479420,Tage Thompson,BUF,F,40,16,8,64
